Stat_ID,MONLOC_AB,DataLoggerLineName,Stat_DATE,ActivityIdentifier,ActivityMediaName,CharacteristicName,StatMEASURE,ResultMeasureUnitCode,DataType,UseForCalc,StatisticalBaseCode,TimeBasisName,NumResults,COMMENTS,CreatedDateTime,LastChangeDate,ActivityInTWQD
000089AA-1B1E-43A7-9A51-10D3337EDF75,WILLOBTH1,21119023,10/6/2022,WILLOBTH1_20221006_2022Sum_TS,Water,"Temperature, water",12.803,deg C,Calculated,1,Daily Minimum,1 Day,58,NULL,09:13.7,24:59.6,NULL
0004488E-633C-42D9-9B7F-7C54C6E7F369,PINSTH1,20386532,6/16/2021,PINSTH1_20210616_2021Sum_TS,Water,"Temperature, water",12.437,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
0004BEDD-5AC2-4506-A19A-7F86662491BF,WINFLDTH2,20651384,1/31/2022,WINFLDTH2_20220131_2021Fall_TS,Water,"Temperature, water",5.16773,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
0006DF17-0EBD-40B2-9D9C-522260997EB9,SFHOTH1,21337380,7/13/2022,SFHOTH1_20220713_2022Sum_TS,Water,"Temperature, water",8.941,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
00080025-FB36-4E32-BED0-FA2AA0E6B8B8,MOSQUITTH1,21119085,6/28/2022,MOSQUITTH1_20220628_2022Sum_TS,Water,"Temperature, water",12.8888,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
00090D73-097E-40AE-831F-F0245104C402,JACKTH1,21119079,8/12/2021,JACKTH1_20210812_2021Sum_TS,Water,"Temperature, water",14.7998,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
0009B20B-9523-4621-9B96-8ECA241228E5,WINFLDTH2,20651384,8/5/2021,WINFLDTH2_20210805_2021Sum_TS,Water,"Temperature, water",15.5394,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
000AA7CC-1A69-4B8C-A378-55763205F30F,ALDERTH1,20386553,9/29/2022,ALDERTH1_20220929_2022Sum_TS,Water,"Temperature, water",12.3283,deg C,Calculated,1,Mean,1 Day,41,NULL,08:54.5,24:59.6,NULL
000B5514-403A-4564-A4F1-82BA150B5B4F,FLETCHTH2,10560281,7/26/2021,FLETCHTH2_20210726_2021Sum_TS,Water,"Temperature, water",12.823,deg C,Calculated,1,Daily Minimum,1 Day,24,NULL,33:06.0,24:59.6,42:31.2
000C0A73-C166-4055-B9AD-77939326A4C5,CANYOTH1,10699480,10/4/2021,CANYOTH1_20211004_2021Sum_TS,Water,"Temperature, water",10.222,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
000C65A6-3F7A-437F-A166-5250472D8D77,WPOLETH1,21337441,6/12/2022,WPOLETH1_20220612_2022Sum_TS,Water,"Temperature, water",9.805,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
000CAC55-7170-4B32-A423-7DCF42702E91,COTTOTH1,10699494,6/28/2021,COTTOTH1_20210628_2021Sum_TS,Water,"Temperature, water",14.96,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
000CC4F2-E952-401B-9D42-0F156FB16501,WTWINTH1,20386534,9/27/2021,WTWINTH1_20210927_2021Sum_TS,Water,"Temperature, water",10.1511,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
000D10BD-866E-472F-85B7-D9A49F65DD38,CHALATH2,21119057,11/14/2021,CHALATH2_20211114_2021Fall_TS,Water,"Temperature, water",10.114,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
000D26D8-2155-4E19-919C-AD0AE94EC58A,GOODTH2,21119081,9/30/2021,GOODTH2_20210930_2021Sum_TS,Water,"Temperature, water",11.7167,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
000FA107-1CCA-4104-AC1B-2FB030BF09AB,CHALATH2,21119057,9/14/2021,CHALATH2_20210914_2021Sum_TS,Water,"Temperature, water",13.2641,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
000FB32E-B794-4EF4-BA9D-9F611938CB89,MCQUARYTH1,10699488,8/1/2021,MCQUARYTH1_20210801_2021Sum_TS,Water,"Temperature, water",17.2417,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
0010AF59-B2C8-4140-8B82-2B9D7EF5EC59,MAPLETH2,20386529,8/25/2021,MAPLETH2_20210825_2021Sum_TS,Water,"Temperature, water",13.535,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
00114A59-FFB0-4805-808C-32AF8BE6F188,NOLANTH2,21119062,8/7/2021,NOLANTH2_20210807_2021Sum_TS,Water,"Temperature, water",15.9818,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
00115EA3-0C32-4517-971F-1AD5FDAFC765,MAPLETH2,20386531,6/19/2022,MAPLETH2_20220619_2022Sum_TS,Water,"Temperature, water",9.657,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
0012240E-513A-4686-BE34-532287014A4B,HOHTH3,21119021,7/31/2022,HOHTH3_20220731_2022Sum_TS,Water,"Temperature, water",21.2329,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
0013CAD1-0FBE-47C7-B53F-6A42C16C09FB,CRIPPTH1,20651387,6/1/2021,CRIPPTH1_20210601_2021Sum_TS,Water,"Temperature, water",9.0482,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
0013CF64-7772-43F4-ABD6-48C34EA17A4E,TAFTTH1,20386544,8/17/2021,TAFTTH1_20210817_2021Sum_TS,Water,"Temperature, water",10.98,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
001473EF-C0D8-4635-A822-D41180399F2F,LINETH1,20651389,6/10/2021,LINETH1_20210610_2021Sum_TS,Water,"Temperature, water",9.55329,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
0015460B-5699-4DD4-99FA-07B34026D82C,EFKALTH1,21119060,11/16/2021,EFKALTH1_20211116_2021Fall_TS,Water,"Temperature, water",9.41081,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
00177B61-3C62-4F07-88C9-3E1FECAE8124,HOHTH4,21337445,8/17/2022,HOHTH4_20220817_2022Sum_TS,Water,"Temperature, water",10.394,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
0017867F-BA4F-4C91-A273-938916060C54,COTTOTH1,10699494,5/16/2022,COTTOTH1_20220516_2022Sum_TS,Water,"Temperature, water",8.693,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
0019002A-87EC-4134-8EEA-C6117E14C167,TAFTTH1,20386544,7/7/2021,TAFTTH1_20210707_2021Sum_TS,Water,"Temperature, water",11.0011,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
001945FD-E10C-45F7-A618-48432C860F33,WINFLDTH2,20651384,11/8/2021,WINFLDTH2_20211108_2021Fall_TS,Water,"Temperature, water",7.88017,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
001A8AE5-73B9-4C63-9ED2-DA3D3B539DB5,NFWINFDTH1,21119068,10/22/2021,NFWINFDTH1_20211022_2021Fall_TS,Water,"Temperature, water",9.91794,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
001B12C8-E2AF-4061-AF93-D0FCA5ECFF81,MCQUARYTH1,10699488,8/29/2022,MCQUARYTH1_20220829_2022Sum_TS,Water,"Temperature, water",16.1687,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
001C55C0-A8C3-45D8-8BEC-1CEF17965C99,NOLANTH1,10694014,9/18/2022,NOLANTH1_20220918_2022Sum_TS,Water,"Temperature, water",15.867,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
001C58D0-F4E0-43A8-B7D5-67B7908DABDF,JACKTH1,21119019,7/30/2022,JACKTH1_20220730_2022Sum_TS,Water,"Temperature, water",14.6891,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
001C6722-904E-4D18-B016-4B439A943D5A,WILLOBTH1,21119077,3/12/2022,WILLOBTH1_20220312_2021Fall_TS,Water,"Temperature, water",6.19365,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
001CB07B-DA94-44AC-ABA7-5476CE430FE7,GOODTH2,21119081,7/6/2021,GOODTH2_20210706_2021Sum_TS,Water,"Temperature, water",14.637,deg C,Calculated,1,Daily Maximum,1 Day,95,NULL,32:58.3,24:59.6,42:31.2
001D0CCA-C55E-41A3-80BC-0CAB4DC3DC36,NFWINFDTH1,21119037,9/27/2022,NFWINFDTH1_20220927_2022Sum_TS,Water,"Temperature, water",11.6661,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
001EE719-35AF-4504-8FB4-4E83FCDB7B23,HOHTH3,21119078,1/15/2022,HOHTH3_20220115_2021Fall_TS,Water,"Temperature, water",7.20909,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
001F3652-6A6E-4102-980F-31437D88DA49,WFIRONMTH1,20386531,9/18/2021,WFIRONMTH1_20210918_2021Sum_TS,Water,"Temperature, water",11.2812,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
0020329B-104D-47E0-9A4F-62F09307557B,OWLTH1,20651380,7/8/2021,OWLTH1_20210708_2021Sum_TS,Water,"Temperature, water",14.6048,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
00216B71-9926-4742-A6EB-E6F4F7065C10,HELLRTH1,21119055,7/5/2022,HELLRTH1_20220705_2022Sum_TS,Water,"Temperature, water",12.3847,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
0022F6C9-C3FD-4A0B-A857-E71F7A9355AE,NOLANTH3,21119066,6/3/2022,NOLANTH3_20220603_2022Sum_TS,Water,"Temperature, water",10.0252,deg C,Calculated,1,Daily Minimum,1 Day,28,NULL,09:13.7,24:59.6,NULL
00233699-03FC-4460-BFB1-8605C97649CA,WFKALTH1,21119058,12/15/2021,WFKALTH1_20211215_2021Fall_TS,Water,"Temperature, water",6.91491,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
0023B26E-DDDE-4A8F-BF4F-DE946C70D69E,WINFLDTH2,20651384,8/1/2021,WINFLDTH2_20210801_2021Sum_TS,Water,"Temperature, water",15.2912,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
00286591-C485-4C8C-9DC7-130754F1AAAD,HOHTH5,21337443,5/22/2022,HOHTH5_20220522_2022Sum_TS,Water,"Temperature, water",8.23662,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
0028B0E5-2BA4-42CE-8DD5-70CE89BADCDE,WTWINTH1,20386534,9/20/2021,WTWINTH1_20210920_2021Sum_TS,Water,"Temperature, water",10.4576,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
0029304B-B50B-4733-9172-D8DFDD1651CE,NFWINFDTH1,21119068,8/2/2021,NFWINFDTH1_20210802_2021Sum_TS,Water,"Temperature, water",16.2887,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
002C0F64-C6E3-484B-8CDD-6BDFA00F6CEA,CRIPPTH1,20651387,9/2/2021,CRIPPTH1_20210902_2021Sum_TS,Water,"Temperature, water",9.45911,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
002C5FF2-EC8D-4000-84F2-B6C5B28307F4,SNIDERTH1,20386526,7/6/2021,SNIDERTH1_20210706_2021Sum_TS,Water,"Temperature, water",11.4209,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
002D7C6F-EA6B-4455-8FDB-E4EFF3DD802D,MAPLETH1,21119025,7/24/2022,MAPLETH1_20220724_2022Sum_TS,Water,"Temperature, water",11.9986,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
002F18A2-0B25-4B08-B2A3-D6FD27255207,CHALATH2,21119057,1/18/2022,CHALATH2_20220118_2021Fall_TS,Water,"Temperature, water",8.04105,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
00302C78-832D-4280-B760-18BDD0E83C50,TAFTTH1,20386544,7/12/2021,TAFTTH1_20210712_2021Sum_TS,Water,"Temperature, water",10.001,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
0031BDC1-98B9-4422-9534-B29CA63789E3,SFHOTH1,10699514,5/31/2021,SFHOTH1_20210531_2021Sum_TS,Water,"Temperature, water",12.3896,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
0033F6A5-B846-41E4-A962-78844ADE4C5D,WILLOBTH1,21119077,7/29/2021,WILLOBTH1_20210729_2021Sum_TS,Water,"Temperature, water",15.2806,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
0034B2CB-934E-4C68-B431-FB4AFB43958C,CHALATH1,21119069,10/16/2021,CHALATH1_20211016_2021Fall_TS,Water,"Temperature, water",11.1799,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
0035A667-C3B7-4208-B3DC-853ADFF71D28,EFKALTH1,21119060,3/19/2022,EFKALTH1_20220319_2021Fall_TS,Water,"Temperature, water",7.96444,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
00362F72-93D3-407C-8D46-5818F5E06B13,WINFLDTH2,20651384,9/5/2021,WINFLDTH2_20210905_2021Sum_TS,Water,"Temperature, water",12.8892,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
0037EA2C-6C65-4958-B180-C2F68186CB91,HOHTH4,21119084,6/29/2021,HOHTH4_20210629_2021Sum_TS,Water,"Temperature, water",15.4306,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
00386F01-C958-4F41-98D1-CC5F3A83AEB8,COTTOTH1,10699494,6/26/2021,COTTOTH1_20210626_2021Sum_TS,Water,"Temperature, water",11.224,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
003C5809-5FF5-4AAD-AA83-1A9F01C3EF42,NFWINFDTH1,21119068,7/24/2021,NFWINFDTH1_20210724_2021Sum_TS,Water,"Temperature, water",14.3863,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
003DA0D2-9454-47E7-9373-2C744FB304F9,SFHOTH1,21337380,7/9/2022,SFHOTH1_20220709_2022Sum_TS,Water,"Temperature, water",10.2084,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
003E9585-46EC-4E50-A06B-8CBC7CC4E6CB,HOHTH1,21337448,9/3/2022,HOHTH1_20220903_2022Sum_TS,Water,"Temperature, water",22.321,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
003EBE42-4AE8-4C98-B6C4-F2829CB5EAAF,SFHOTH1,21337380,7/7/2022,SFHOTH1_20220707_2022Sum_TS,Water,"Temperature, water",11.7543,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
003F99DE-AEB4-44B2-9E5E-46119CD6286F,WPOLETH1,20386528,8/8/2021,WPOLETH1_20210808_2021Sum_TS,Water,"Temperature, water",13.0616,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
003FD2DB-38A0-4A0B-A06E-A62A15414EDA,BRADENTH1,20386542,8/7/2022,BRADENTH1_20220807_2022Sum_TS,Water,"Temperature, water",14.026,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
0042564D-77D7-4C31-B9F0-FBF56AC45D81,SPLITTH1,21337379,7/8/2022,SPLITTH1_20220708_2022Sum_TS,Water,"Temperature, water",11.88,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
0043F81C-6DAB-4544-AD01-D09F31543429,HOHTH1,20386537,6/22/2021,HOHTH1_20210622_2021Sum_TS,Water,"Temperature, water",15.819,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
004488D1-7B8D-4F28-A153-C14C1915CF94,HOHTH1,21337448,6/10/2022,HOHTH1_20220610_2022Sum_TS,Water,"Temperature, water",11.127,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
004628AB-105D-4F0B-8F57-010483BA7361,CANYOTH1,10699480,5/28/2022,CANYOTH1_20220528_2022Sum_TS,Water,"Temperature, water",8.965,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
0046C4FC-C9F2-4548-992F-02B90804A74A,WFKALTH1,21119058,1/26/2022,WFKALTH1_20220126_2021Fall_TS,Water,"Temperature, water",5.49001,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
00471810-F541-492B-96AE-54E773EB0B57,NOLANTH3,21119053,7/30/2021,NOLANTH3_20210730_2021Sum_TS,Water,"Temperature, water",14.7442,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
00473077-F958-4F51-A6AC-E44E0212F86B,ANDERTH1,21119072,10/1/2021,ANDERTH1_20211001_2021Sum_TS,Water,"Temperature, water",11.4182,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
0047BCFC-5521-4227-9AF6-37AF4AB47AF6,CRIPPTH1,20651387,9/14/2021,CRIPPTH1_20210914_2021Sum_TS,Water,"Temperature, water",9.57195,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
0047BD02-459D-4439-8A63-93DB37993791,HOHTH4,21337445,7/17/2022,HOHTH4_20220717_2022Sum_TS,Water,"Temperature, water",11.613,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
0049FFE0-7FC0-4650-AFAD-782C117EC068,CEDARTH2,10699459,7/22/2021,CEDARTH2_20210722_2021Sum_TS,Water,"Temperature, water",13.2687,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
004A66A7-CE9D-4DE7-94BB-06407EDCC08D,SNIDERTH1,20386526,9/20/2021,SNIDERTH1_20210920_2021Sum_TS,Water,"Temperature, water",11.078,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
004B7D68-3018-455B-B4E8-6E9E54E32836,HOHTH1,20386537,10/18/2021,HOHTH1_20211018_2021Fall_TS,Water,"Temperature, water",9.4092,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
004C3842-70C6-457C-A87B-A00C0E9B423A,HOHTH2,10598990,8/17/2021,HOHTH2_20210817_2021Sum_TS,Water,"Temperature, water",17.4016,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
004E4874-FBAC-405E-B0A8-1C22A382FD50,NFWINFDTH1,21119037,7/29/2022,NFWINFDTH1_20220729_2022Sum_TS,Water,"Temperature, water",14.7994,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
00509142-E031-4A02-8F38-E450B84ABECC,PINSTH1,20386532,6/8/2021,PINSTH1_20210608_2021Sum_TS,Water,"Temperature, water",11.2,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
0050C44F-8C71-4E98-8C81-86E7BE19BA81,WFKALTH1,21119058,4/29/2022,WFKALTH1_20220429_2021Fall_TS,Water,"Temperature, water",7.62668,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
0051C250-D638-42C3-B03A-AA8D3FCEDC51,HOHTH2,10598990,7/22/2021,HOHTH2_20210722_2021Sum_TS,Water,"Temperature, water",13.088,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
005543BC-5904-4F73-BEEC-6A2C02EC781C,ELKTH1,21119061,8/30/2021,ELKTH1_20210830_2021Sum_TS,Water,"Temperature, water",10.54,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
005870DB-50AC-4307-A054-890F884A5E7E,WILLOBTH1,21119077,2/19/2022,WILLOBTH1_20220219_2021Fall_TS,Water,"Temperature, water",6.80766,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
005A016B-2CC3-4B28-924E-D852528D4CED,NOLANTH2,21119064,9/8/2022,NOLANTH2_20220908_2022Sum_TS,Water,"Temperature, water",13.8862,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
005A4705-0D08-4936-83C2-6949C87FE15C,CEDARTH2,10699459,8/25/2021,CEDARTH2_20210825_2021Sum_TS,Water,"Temperature, water",12.292,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
005C1853-47C4-4513-BF69-7D5CBF4101A6,WTWINTH1,21337439,8/1/2022,WTWINTH1_20220801_2022Sum_TS,Water,"Temperature, water",9.583,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
005C6263-C9FC-4B46-B18E-726268038906,OWLTH2,21119067,9/14/2022,OWLTH2_20220914_2022Sum_TS,Water,"Temperature, water",12.5408,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
005CBD2A-4031-421A-99A2-CC7739295C7D,NOLANTH2,21119064,6/27/2022,NOLANTH2_20220627_2022Sum_TS,Water,"Temperature, water",15.7738,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
005F5B76-4784-4CCE-8105-5DC7F88E755E,NOLANDO1,21096024,7/26/2021,NOLANDO1_20210726_2021Sum_TS,Water,Dissolved oxygen (DO),8.36375,mg/l,Calculated,1,Mean,1 Day,96,NULL,35:48.6,24:59.6,NULL
005FF56F-AFCD-48AD-B478-068EE34BCAC0,WFKALTH1,21119058,3/16/2022,WFKALTH1_20220316_2021Fall_TS,Water,"Temperature, water",7.65495,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
00603C61-495A-49A6-9BC0-5CC9726355E9,GOODTH2,21119036,6/26/2022,GOODTH2_20220626_2022Sum_TS,Water,"Temperature, water",12.8949,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
00612F75-356E-4C86-9F10-030E7C587EB1,CRIPPTH1,20651387,8/11/2021,CRIPPTH1_20210811_2021Sum_TS,Water,"Temperature, water",9.84287,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
00626333-2C43-4CCD-AF23-F2F30A2C5B18,WTWINTH2,20651388,7/3/2022,WTWINTH2_20220703_2022Sum_TS,Water,"Temperature, water",11.4195,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
0063A821-DC7B-4A0F-9BF3-9F78A9CE1138,WTWINTH1,20386534,10/1/2021,WTWINTH1_20211001_2021Sum_TS,Water,"Temperature, water",9.50751,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
00673615-EF7C-408C-BF58-5111F9A6BA01,OWLTH2,21119067,7/23/2022,OWLTH2_20220723_2022Sum_TS,Water,"Temperature, water",11.6983,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
0067CAD7-8F00-43B6-80BE-42C4DB649376,TAFTTH1,20386544,7/27/2022,TAFTTH1_20220727_2022Sum_TS,Water,"Temperature, water",11.4948,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
00685091-A6FD-4E3E-B023-FFCB62840E91,HOHTH1,20386537,6/11/2021,HOHTH1_20210611_2021Sum_TS,Water,"Temperature, water",11.7981,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
0068CDB1-1806-4B8B-8D77-4B27DF466121,NOLANTH2,21119064,7/1/2022,NOLANTH2_20220701_2022Sum_TS,Water,"Temperature, water",13.972,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
006AA97C-CF1C-4662-A957-FB067CA7BAC6,CEDARTH1,21119059,2/6/2022,CEDARTH1_20220206_2021Fall_TS,Water,"Temperature, water",6.03121,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
006AC4B4-F514-4ED5-BFDF-8EBC854FEB83,FLETCHTH2,10699462,9/13/2022,FLETCHTH2_20220913_2022Sum_TS,Water,"Temperature, water",13.2774,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
006B30AB-0AEE-4BBB-884D-0A8864D931B4,HOHTH3,21119021,8/22/2022,HOHTH3_20220822_2022Sum_TS,Water,"Temperature, water",20.2998,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
006C6F6F-B484-4B32-8C59-4BCF3A1F7CF1,HOHTH3,21119078,10/3/2021,HOHTH3_20211003_2021Sum_TS,Water,"Temperature, water",12.623,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
006CAD12-1223-402B-BADF-788FD6489E38,WINFLDTH2,20651384,12/1/2021,WINFLDTH2_20211201_2021Fall_TS,Water,"Temperature, water",8.95421,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
006D6E1E-5C01-4CB7-9272-7B73638228F7,NFWINFDTH1,21119068,1/5/2022,NFWINFDTH1_20220105_2021Fall_TS,Water,"Temperature, water",4.72546,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
006E26B0-6BF6-4952-BF97-F564EF7BFEAD,MOSQUITTH1,21119085,7/20/2022,MOSQUITTH1_20220720_2022Sum_TS,Water,"Temperature, water",14.1922,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
006E5569-D94F-4004-80F0-FB19824417A6,SFHOTH1,21337380,8/25/2022,SFHOTH1_20220825_2022Sum_TS,Water,"Temperature, water",16.4623,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
006EB58C-9FA8-4DB0-A20A-57A336FC15F5,MCQUARYTH1,10699488,9/8/2021,MCQUARYTH1_20210908_2021Sum_TS,Water,"Temperature, water",15.223,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
00701BC7-CA88-4FF4-9FEE-F6D2BF797337,SIXMILETH1,10699431,8/29/2021,SIXMILETH1_20210829_2021Sum_TS,Water,"Temperature, water",12.6341,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
